iter	Passed	Remaining
289	7297	244348
290	7323	244357
291	7338	243987
292	7362	243928
293	7379	243613
294	7404	243610
295	7418	243219
296	7444	243203
297	7458	242819
298	7485	242879
299	7500	242525
300	7527	242566
301	7543	242251
302	7568	242232
303	7583	241887
304	7609	241893
305	7627	241637
306	7657	241765
307	7676	241573
308	7706	241710
309	7722	241397
310	7748	241393
311	7764	241082
312	7789	241076
313	7801	240657
314	7825	240603
315	7839	240235
316	7865	240268
317	7879	239907
318	7904	239876
319	7919	239550
320	7944	239535
321	7957	239173
322	7983	239169
323	7997	238829
324	8022	238832
325	8036	238495
326	8068	238678
327	8094	238686
328	8126	238866
329	8145	238685
330	8175	238816
331	8194	238619
332	8222	238696
333	8240	238477
334	8268	238553
335	8286	238327
336	8315	238421
337	8331	238169
338	8359	238224
339	8378	238037
340	8404	238057
341	8425	237921
342	8451	237955
343	8468	237722
344	8495	237755
345	8511	237489
346	8540	237589
347	8558	237374
348	8583	237350
349	8596	237018
350	8624	237095
351	8637	236743
352	8661	236716
353	8675	236408
354	8698	236319
355	8712	236022
356	8735	235958
357	8747	235606
358	8772	235578
359	8786	235295
360	8813	235315
361	8827	235037
362	8853	235051
363	8867	234756
364	8893	234763
365	8909	234525
366	8938	234627
367	8952	234321
368	8978	234338
369	8992	234043
370	9016	234026
371	9032	233781
372	9057	233770
373	9072	233496
374	9095	233456
375	9109	233172
376	9133	233123
377	9149	232901
378	9178	232988
379	9190	232661
380	9215	232662
381	9228	232352
382	9253	232342
383	9266	232039
384	9288	231982
385	9305	231766
386	9332	231821
387	9349	231607
388	9375	231644
389	9392	231434
390	9410	231261
391	9438	231333
392	9454	231109
393	9479	231126
394	9497	230937
395	9524	230987
396	9540	230769
397	9570	230888
398	9590	230776
399	9623	230963
400	9643	230839
401	9677	231047
402	9700	231004
403	9731	231156
404	9751	231032
405	9779	231105
406	9798	230940
407	9823	230959
408	9837	230692
409	9863	230705
410	9875	230408
411	9899	230388
412	9912	230108
413	9936	230080
414	9952	229856
415	9975	229826
416	9991	229612
417	10015	229584
418	10028	229318
419	10044	229100
420	10069	229103
421	10082	228842
422	10105	228797
423	10118	228523
424	10141	228492
425	10155	228228
426	10178	228195
427	10191	227932
428	10214	227894
429	10227	227620
430	10250	227584
431	10267	227405
432	10296	227498
433	10312	227305
434	10338	227319
435	10354	227124
436	10381	227170
437	10395	226947
438	10423	227009
439	10437	226769
440	10464	226833
441	10479	226612
442	10506	226651
443	10519	226413
444	10544	226420
445	10558	226176
446	10581	226141
447	10594	225886
448	10617	225862
449	10630	225609
450	10654	225582
451	10667	225343
452	10691	225318
453	10705	225093
454	10729	225087
455	10742	224838
456	10765	224802
457	10777	224544
458	10800	224511
459	10813	224265
460	10836	224233
461	10849	223978
462	10871	223924
463	10883	223676
464	10906	223638
465	10918	223392
466	10942	223369
467	10955	223130
468	10978	223100
469	10991	222866
470	11015	222858
471	11030	222661
472	11057	222723
473	11072	222523
474	11099	222573
475	11114	222375
476	11138	222376
477	11154	222201
478	11178	222201
479	11193	222010
480	11218	222007
481	11231	221786
482	11255	221767
483	11270	221599
484	11299	221671
485	11313	221466
486	11339	221508
487	11355	221345
488	11385	221442
489	11399	221238
490	11425	221277
491	11439	221074
492	11463	221059
493	11476	220836
494	11500	220829
495	11513	220618
496	11539	220638
497	11554	220454
498	11579	220467
499	11594	220287
500	11618	220292
501	11634	220130
502	11651	219987
503	11685	220173
504	11703	220048
505	11728	220067
506	11742	219870
507	11766	219854
508	11779	219647
509	11803	219636
510	11816	219422
511	11843	219476
512	11859	219322
513	11885	219353
514	11902	219205
515	11926	219213
516	11943	219079
517	11973	219169
518	11989	219022
519	12014	219041
520	12030	218879
521	12058	218955
522	12077	218850
523	12101	218845
524	12115	218650
525	12138	218624
526	12151	218429
527	12176	218438
528	12189	218242
529	12213	218228
530	12227	218042
531	12250	218024
532	12265	217852
533	12288	217833
534	12303	217661
535	12326	217653
536	12340	217463
537	12362	217422
538	12375	217219
539	12398	217206
540	12411	216998
541	12434	216979
542	12448	216803
543	12471	216789
544	12484	216593
545	12508	216587
546	12520	216379
547	12543	216344
548	12556	216157
549	12580	216163
550	12594	215974
551	12617	215960
552	12631	215782
553	12655	215783
554	12669	215609
555	12692	215588
556	12707	215427
557	12733	215461
558	12751	215353
559	12778	215409
560	12792	215235
561	12819	215286
562	12833	215111
563	12857	215118
564	12870	214925
565	12895	214941
566	12910	214783
567	12934	214791
568	12947	214596
569	12969	214565
570	12982	214388
571	13005	214359
572	13018	214175
573	13041	214159
574	13055	213995
575	13077	213956
576	13091	213791
577	13113	213766
578	13125	213574
579	13150	213582
580	13163	213404
581	13186	213380
582	13199	213199
583	13222	213186
584	13234	212990
585	13249	212845
586	13272	212841
587	13285	212661
588	13308	212635
589	13321	212466
590	13344	212446
591	13357	212276
592	13380	212258
593	13393	212084
594	13416	212071
595	13429	211900
596	13451	211873
597	13466	211718
598	13488	211693
599	13502	211535
600	13524	211512
601	13536	211327
602	13558	211298
603	13571	211121
604	13594	211104
605	13606	210918
606	13628	210890
607	13636	210646
608	13658	210622
609	13671	210449
610	13694	210442
611	13706	210262
612	13729	210243
613	13741	210062
614	13764	210050
615	13778	209892
616	13801	209880
617	13815	209729
618	13836	209698
619	13849	209528
620	13872	209510
621	13885	209359
622	13908	209345
623	13922	209192
624	13945	209188
625	13958	209024
626	13981	209010
627	13994	208842
628	14016	208817
629	14029	208664
630	14053	208665
631	14066	208506
632	14088	208476
633	14109	208441
634	14135	208474
635	14150	208338
636	14174	208344
637	14192	208253
638	14215	208256
639	14230	208114
640	14254	208122
641	14267	207971
642	14291	207977
643	14304	207815
644	14327	207807
645	14340	207647
646	14364	207647
647	14378	207507
648	14400	207488
649	14412	207320
650	14435	207301
651	14447	207144
652	14470	207126
653	14483	206970
654	14504	206945
655	14517	206789
656	14541	206786
657	14554	206633
658	14575	206602
659	14587	206434
660	14608	206400
661	14621	206248
662	14644	206244
663	14656	206076
664	14679	206060
665	14693	205929
666	14717	205932
667	14730	205783
668	14753	205775
669	14766	205622
670	14789	205619
671	14802	205479
672	14826	205471
673	14842	205375
674	14865	205367
675	14878	205216
676	14901	205205
677	14913	205050
678	14935	205030
679	14948	204889
680	14971	204873
681	14984	204730
682	15008	204740
683	15025	204650
684	15049	204649
685	15062	204500
686	15084	204488
687	15097	204346
688	15120	204334
689	15134	204201
690	15157	204194
691	15170	204059
692	15192	204041
693	15205	203893
694	15227	203871
695	15240	203730
696	15264	203735
697	15276	203584
698	15298	203568
699	15312	203436
700	15335	203432
701	15348	203291
702	15370	203274
703	15383	203135
704	15406	203121
705	15418	202980
706	15441	202965
707	15454	202834
708	15480	202862
709	15493	202729
710	15516	202721
711	15531	202610
712	15554	202605
713	15567	202470
714	15590	202456
715	15603	202323
716	15627	202335
717	15640	202199
718	15665	202219
719	15678	202079
720	15700	202062
721	15713	201922
722	15735	201902
723	15747	201762
724	15770	201757
725	15782	201611
726	15804	201594
727	15818	201465
728	15841	201459
729	15854	201324
730	15876	201317
731	15889	201178
732	15912	201168
733	15923	201015
734	15946	201007
735	15958	200865
736	15980	200851
737	15992	200708
738	16014	200692
739	16027	200558
740	16048	200530
741	16062	200418
742	16086	200419
743	16099	200289
744	16122	200286
745	16136	200168
746	16160	200177
747	16174	200065
748	16199	200077
749	16211	199940
750	16248	200103
751	16273	200126
752	16306	200249
753	16324	200186
754	16355	200267
755	16376	200247
756	16410	200367
757	16434	200383
758	16466	200484
759	16490	200494
760	16529	200675
761	16553	200681
762	16592	200873
763	16614	200854
764	16655	201058
765	16684	201129
766	16719	201266
767	16747	201316
768	16778	201409
769	16798	201365
770	16830	201462
771	16850	201416
772	16879	201488
773	16897	201414
774	16922	201434
775	16936	201317
776	16960	201324
777	16975	201218
778	17006	201301
779	17023	201226
780	17048	201236
781	17063	201143
782	17087	201149
783	17103	201048
784	17127	201061
785	17143	200968
786	17181	201138
787	17209	201181
788	17251	201402
789	17279	201444
790	17315	201586
791	17346	201675
792	17388	201890
793	17419	201972
794	17463	202198
795	17493	202269
796	17532	202445
797	17555	202440
798	17584	202496
799	17603	202442
800	17632	202496
801	17650	202424
802	17678	202472
803	17697	202417
804	17727	202487
805	17745	202419
806	17774	202483
807	17792	202417
808	17819	202442
809	17833	202337
810	17846	202208
811	17868	202184
812	17886	202122
813	17919	202216
814	17939	202174
815	17970	202255
816	17991	202225
817	18018	202260
818	18034	202161
819	18061	202196
820	18076	202100
821	18100	202105
822	18115	202000
823	18141	202023
824	18155	201913
825	18181	201938
826	18196	201836
827	18220	201839
828	18236	201748
829	18261	201760
830	18275	201647
831	18305	201708
832	18318	201589
833	18343	201599
834	18358	201500
835	18383	201510
836	18397	201405
837	18423	201423
838	18436	201311
839	18461	201323
840	18471	201161
841	18495	201170
842	18509	201058
843	18535	201079
844	18549	200974
845	18575	200996
846	18590	200899
847	18615	200910
848	18630	200809
849	18656	200828
850	18670	200720
851	18694	200723
852	18708	200613
853	18732	200620
854	18745	200503
855	18759	200393
856	18785	200413
857	18799	200310
858	18823	200305
859	18837	200200
860	18861	200208
861	18874	200090
862	18898	200086
863	18911	199976
864	18936	199984
865	18952	199895
866	18978	199916
867	18992	199814
868	19016	199811
869	19030	199706
870	19053	199699
871	19067	199591
872	19091	199601
873	19105	199490
874	19130	199498
875	19142	199378
876	19166	199381
877	19179	199269
878	19204	199275
879	19216	199157
880	19241	199162
881	19255	199062
882	19280	199068
883	19294	198964
884	19318	198972
885	19330	198850
886	19354	198847
887	19367	198738
888	19391	198732
889	19404	198618
890	19427	198616
891	19440	198503
892	19463	198491
893	19477	198391
894	19502	198407
895	19517	198308
896	19540	198305
897	19554	198199
898	19577	198190
899	19589	198074
900	19613	198069
901	19627	197969
902	19650	197965
903	19664	197861
904	19686	197845
905	19699	197734
906	19723	197733
907	19736	197627
908	19760	197627
909	19772	197509
910	19796	197513
911	19810	197406
912	19833	197400
913	19846	197292
914	19869	197280
915	19881	197167
916	19906	197171
917	19918	197061
918	19942	197060
919	19956	196959
920	19980	196966
921	19992	196848
922	20016	196846
923	20029	196736
924	20053	196743
925	20068	196657
926	20093	196666
927	20108	196582
928	20135	196607
929	20149	196515
930	20175	196527
931	20190	196441
932	20212	196425
933	20227	196342
934	20251	196340
935	20264	196234
936	20287	196231
937	20303	196147
938	20327	196151
939	20341	196054
940	20364	196047
941	20377	195942
942	20400	195934
943	20413	195830
944	20436	195824
945	20450	195723
946	20474	195726
947	20487	195625
948	20510	195620
949	20524	195518
950	20540	195447
951	20549	195307
952	20565	195227
953	20588	195220
954	20601	195125
955	20615	195028
956	20640	195038
957	20653	194933
958	20675	194923
959	20688	194819
960	20710	194803
961	20724	194705
962	20747	194695
963	20760	194597
964	20783	194589
965	20797	194500
966	20821	194503
967	20836	194419
968	20863	194446
969	20878	194368
970	20903	194376
971	20918	194290
972	20946	194329
973	20961	194252
974	20985	194253
975	20998	194149
976	21021	194145
977	21036	194056
978	21059	194050
979	21072	193952
980	21095	193942
981	21108	193842
982	21130	193830
983	21144	193741
984	21167	193729
985	21179	193625
986	21202	193615
987	21215	193512
988	21236	193494
989	21248	193382
990	21272	193380
991	21284	193275
992	21306	193262
993	21319	193160
994	21341	193146
995	21354	193044
996	21375	193027
997	21388	192923
998	21410	192910
999	21423	192810
1000	21445	192791
1001	21457	192691
1002	21479	192676
1003	21491	192570
1004	21514	192562
1005	21527	192463
1006	21536	192328
1007	21555	192288
1008	21569	192202
1009	21593	192199
1010	21606	192111
1011	21630	192110
1012	21643	192015
1013	21667	192013
1014	21679	191915
1015	21703	191911
1016	21717	191825
1017	21741	191829
1018	21754	191736
1019	21779	191745
1020	21791	191642
1021	21813	191628
1022	21827	191536
1023	21849	191522
1024	21861	191422
1025	21884	191415
1026	21897	191322
1027	21923	191340
1028	21940	191281
1029	21964	191287
1030	21980	191216
1031	22002	191204
1032	22015	191107
1033	22037	191088
1034	22050	190997
1035	22072	190983
1036	22085	190888
1037	22106	190862
1038	22118	190766
1039	22139	190741
1040	22151	190640
1041	22173	190620
1042	22185	190524
1043	22207	190504
1044	22220	190414
1045	22242	190397
1046	22254	190302
1047	22276	190286
1048	22289	190195
1049	22311	190175
1050	22323	190081
1051	22345	190064
1052	22357	189967
1053	22379	189947
1054	22391	189851
1055	22412	189829
1056	22426	189741
1057	22449	189735
1058	22462	189647
1059	22473	189537
1060	22493	189506
1061	22506	189418
1062	22528	189408
1063	22541	189315
1064	22563	189297
1065	22576	189213
1066	22598	189197
1067	22611	189105
1068	22633	189096
1069	22646	189002
1070	22668	188985
1071	22679	188885
1072	22701	188868
1073	22714	188777
1074	22722	188647
1075	22740	188605
1076	22754	188518
1077	22775	188502
1078	22788	188415
1079	22811	188402
1080	22824	188314
1081	22845	188298
1082	22857	188197
1083	22877	188171
1084	22890	188080
1085	22913	188078
1086	22926	187987
1087	22948	187973
1088	22960	187878
1089	22974	187800
1090	22989	187730
1091	23009	187704
1092	23023	187620
1093	23044	187596
1094	23057	187510
1095	23078	187489
1096	23092	187414
1097	23115	187411
1098	23131	187345
1099	23158	187370
1100	23174	187311
1101	23197	187305
1102	23212	187239
1103	23240	187271
1104	23257	187219
1105	23282	187225
1106	23296	187150
1107	23323	187178
1108	23338	187106
1109	23363	187114
1110	23376	187033
1111	23398	187023
1112	23412	186942
1113	23435	186938
1114	23448	186850
1115	23471	186843
1116	23485	186767
1117	23509	186773
1118	23522	186687
1119	23544	186677
1120	23557	186591
1121	23578	186571
1122	23592	186490
1123	23614	186478
1124	23629	186406
1125	23652	186404
1126	23666	186328
1127	23689	186321
1128	23695	186186
1129	23709	186107
1130	23733	186108
1131	23745	186017
1132	23766	185996
1133	23778	185908
1134	23799	185885
1135	23813	185808
1136	23837	185815
1137	23851	185743
1138	23874	185732
1139	23888	185662
1140	23913	185667
1141	23925	185580
1142	23948	185575
1143	23962	185503
1144	23985	185496
1145	24001	185435
1146	24026	185445
1147	24042	185388
1148	24066	185392
1149	24082	185329
1150	24110	185365
1151	24127	185315
1152	24152	185319
1153	24167	185255
1154	24179	185163
1155	24197	185125
1156	24211	185048
1157	24233	185040
1158	24247	184961
1159	24269	184953
1160	24283	184874
1161	24305	184866
1162	24318	184780
1163	24340	184772
1164	24353	184692
1165	24376	184687
1166	24390	184612
1167	24413	184608
1168	24425	184521
1169	24447	184507
1170	24462	184438
1171	24483	184423
1172	24496	184342
1173	24517	184322
1174	24530	184240
1175	24553	184237
1176	24565	184150
1177	24587	184134
1178	24600	184056
1179	24622	184041
1180	24635	183964
1181	24657	183949
1182	24669	183865
1183	24690	183844
1184	24703	183767
1185	24726	183760
1186	24740	183687
1187	24763	183685
1188	24776	183604
1189	24798	183591
1190	24811	183516
1191	24835	183513
1192	24848	183439
1193	24871	183430
1194	24883	183349
1195	24906	183341
1196	24920	183267
1197	24942	183256
1198	24956	183188
1199	24979	183183
1200	24992	183104
1201	25013	183086
1202	25026	183007
1203	25047	182991
1204	25060	182911
1205	25082	182900
1206	25095	182824
1207	25118	182812
1208	25130	182732
1209	25152	182719
1210	25164	182635
1211	25185	182617
1212	25198	182535
1213	25219	182520
1214	25232	182441
1215	25254	182427
1216	25266	182344
1217	25287	182327
1218	25300	182248
1219	25321	182233
1220	25333	182150
1221	25356	182140
1222	25368	182060
1223	25391	182051
1224	25404	181976
1225	25426	181968
1226	25439	181889
1227	25461	181877
1228	25474	181801
1229	25497	181800
1230	25510	181723
1231	25532	181708
1232	25545	181633
1233	25567	181621
1234	25580	181546
1235	25600	181524
1236	25613	181446
1237	25635	181434
1238	25648	181359
1239	25669	181341
1240	25681	181263
1241	25704	181255
1242	25716	181177
1243	25738	181161
1244	25751	181085
1245	25773	181078
1246	25785	180996
1247	25808	180991
1248	25821	180916
1249	25844	180910
1250	25857	180838
1251	25879	180828
1252	25892	180751
1253	25915	180744
1254	25927	180669
1255	25950	180660
1256	25964	180594
1257	25985	180575
1258	25998	180503
1259	26021	180496
1260	26034	180422
1261	26056	180411
1262	26068	180336
1263	26090	180321
1264	26103	180246
1265	26125	180235
1266	26137	180158
1267	26159	180147
1268	26172	180072
1269	26194	180063
1270	26207	179989
1271	26230	179980
1272	26242	179905
1273	26264	179893
1274	26278	179824
1275	26300	179817
1276	26314	179747
1277	26336	179737
1278	26349	179665
1279	26371	179658
1280	26376	179526
1281	26389	179458
1282	26411	179445
1283	26424	179371
1284	26445	179357
1285	26458	179280
1286	26479	179269
1287	26493	179201
1288	26517	179206
1289	26530	179131
1290	26551	179117
1291	26567	179061
1292	26591	179067
1293	26607	179016
1294	26632	179021
1295	26649	178976
1296	26675	178998
1297	26693	178960
1298	26720	178976
1299	26736	178926
1300	26760	178934
1301	26776	178879
1302	26802	178894
1303	26817	178839
1304	26841	178843
1305	26861	178814
1306	26885	178820
1307	26899	178757
1308	26924	178762
1309	26941	178719
1310	26965	178718
1311	26978	178647
1312	27003	178659
1313	27017	178596
1314	27042	178605
1315	27056	178536
1316	27078	178529
1317	27090	178453
1318	27113	178447
1319	27127	178381
1320	27149	178372
1321	27163	178306
1322	27187	178313
1323	27199	178236
1324	27224	178241
1325	27237	178173
1326	27260	178165
1327	27272	178094
1328	27294	178084
1329	27307	178009
1330	27328	177997
1331	27343	177935
1332	27365	177930
1333	27380	177868
1334	27404	177870
1335	27418	177812
1336	27442	177810
1337	27455	177740
1338	27478	177736
1339	27491	177671
1340	27515	177668
1341	27528	177601
1342	27551	177600
1343	27564	177527
1344	27588	177528
1345	27602	177467
1346	27623	177452
1347	27636	177384
1348	27659	177377
1349	27672	177311
1350	27695	177305
1351	27708	177234
1352	27730	177224
1353	27744	177162
1354	27766	177152
1355	27780	177092
1356	27801	177074
1357	27814	177005
1358	27838	177006
1359	27850	176933
1360	27874	176931
1361	27887	176864
1362	27901	176807
1363	27926	176812
1364	27939	176743
1365	27961	176737
1366	27974	176666
1367	27998	176667
1368	28010	176594
1369	28034	176596
1370	28049	176541
1371	28072	176540
1372	28085	176470
1373	28108	176467
1374	28122	176402
1375	28144	176392
1376	28159	176337
1377	28180	176324
1378	28194	176259
1379	28215	176243
1380	28229	176185
1381	28251	176173
1382	28264	176104
1383	28286	176095
1384	28299	176031
1385	28322	176025
1386	28335	175955
1387	28357	175946
1388	28370	175880
1389	28393	175877
1390	28405	175805
1391	28429	175802
1392	28441	175735
1393	28463	175724
1394	28475	175648
1395	28497	175638
1396	28510	175571
1397	28532	175562
1398	28545	175497
1399	28567	175486
1400	28580	175421
1401	28602	175409
1402	28615	175344
1403	28638	175337
1404	28651	175274
1405	28674	175266
1406	28686	175194
1407	28707	175183
1408	28721	175121
1409	28743	175112
1410	28756	175043
1411	28779	175039
1412	28792	174974
1413	28814	174967
1414	28827	174898
1415	28849	174892
1416	28862	174826
1417	28885	174822
1418	28897	174752
1419	28920	174745
1420	28933	174679
1421	28955	174672
1422	28968	174602
1423	28989	174589
1424	29003	174527
1425	29026	174522
1426	29038	174456
1427	29060	174447
1428	29073	174380
1429	29096	174373
1430	29109	174308
1431	29130	174297
1432	29142	174225
1433	29164	174216
1434	29178	174153
1435	29199	174137
1436	29211	174068
1437	29232	174051
1438	29243	173979
1439	29264	173962
1440	29277	173898
1441	29299	173885
1442	29311	173815
1443	29332	173801
1444	29345	173738
1445	29366	173722
1446	29378	173651
1447	29400	173642
1448	29414	173584
1449	29427	173521
1450	29450	173514
1451	29463	173454
1452	29484	173438
1453	29496	173369
1454	29518	173356
1455	29530	173287
1456	29551	173274
1457	29564	173210
1458	29578	173152
1459	29600	173139
1460	29612	173071
1461	29634	173065
1462	29646	172995
1463	29668	172987
1464	29680	172917
1465	29702	172908
1466	29716	172848
1467	29736	172830
1468	29749	172763
1469	29770	172752
1470	29784	172692
1471	29804	172674
1472	29817	172609
1473	29838	172593
1474	29850	172527
1475	29874	172524
1476	29886	172457
1477	29907	172444
1478	29920	172379
1479	29941	172366
1480	29954	172302
1481	29975	172285
1482	29987	172222
1483	30008	172202
1484	30020	172139
1485	30041	172124
1486	30053	172056
1487	30075	172044
1488	30087	171977
1489	30109	171965
1490	30120	171894
1491	30141	171877
1492	30153	171811
1493	30174	171797
1494	30186	171730
1495	30208	171719
1496	30219	171650
1497	30240	171634
1498	30252	171565
1499	30273	171550
1500	30286	171488
1501	30307	171475
1502	30320	171415
1503	30342	171400
1504	30354	171338
1505	30375	171322
1506	30388	171261
1507	30409	171246
1508	30422	171182
1509	30443	171170
1510	30456	171106
1511	30477	171092
1512	30490	171031
1513	30512	171020
1514	30523	170952
1515	30546	170945
1516	30558	170881
1517	30580	170871
1518	30592	170809
1519	30614	170798
1520	30627	170735
1521	30649	170724
1522	30662	170665
1523	30683	170650
1524	30694	170582
1525	30716	170569
1526	30727	170502
1527	30748	170486
1528	30761	170427
1529	30783	170413
1530	30794	170347
1531	30816	170334
1532	30828	170269
1533	30849	170254
1534	30860	170186
1535	30881	170171
1536	30894	170109
1537	30915	170096
1538	30927	170032
1539	30950	170024
1540	30962	169961
1541	30983	169948
1542	30996	169886
1543	31018	169875
1544	31030	169814
1545	31051	169800
1546	31064	169740
1547	31085	169723
1548	31098	169664
1549	31119	169649
1550	31132	169594
1551	31154	169581
1552	31166	169516
1553	31187	169503
1554	31200	169443
1555	31220	169426
1556	31233	169365
1557	31255	169357
1558	31268	169297
1559	31289	169284
1560	31301	169222
1561	31322	169204
1562	31335	169147
1563	31357	169137
1564	31370	169079
1565	31391	169063
1566	31403	169002
1567	31425	168994
1568	31437	168928
1569	31458	168915
1570	31471	168857
1571	31492	168842
1572	31504	168779
1573	31526	168769
1574	31538	168704
1575	31560	168693
1576	31573	168636
1577	31594	168622
1578	31605	168555
1579	31626	168540
1580	31638	168477
1581	31659	168465
1582	31671	168400
1583	31693	168390
1584	31706	168334
1585	31728	168322
1586	31742	168272
1587	31768	168286
1588	31782	168231
1589	31805	168228
1590	31818	168169
1591	31841	168166
1592	31854	168109
1593	31877	168108
1594	31890	168047
1595	31912	168041
1596	31925	167984
1597	31948	167978
1598	31960	167917
1599	31983	167913
1600	31996	167858
1601	32018	167848
1602	32031	167793
1603	32054	167784
1604	32066	167723
1605	32088	167714
1606	32101	167659
1607	32125	167657
1608	32139	167608
1609	32162	167603
1610	32174	167544
1611	32196	167535
1612	32209	167477
1613	32231	167467
1614	32244	167410
1615	32267	167406
1616	32281	167354
1617	32303	167348
1618	32316	167291
1619	32339	167287
1620	32352	167231
1621	32375	167229
1622	32389	167176
1623	32412	167169
1624	32424	167109
1625	32444	167093
1626	32458	167038
1627	32479	167026
1628	32493	166976
1629	32516	166971
1630	32528	166910
1631	32550	166901
1632	32564	166850
1633	32586	166839
1634	32598	166782
1635	32621	166777
1636	32634	166722
1637	32657	166717
1638	32669	166656
1639	32693	166655
1640	32705	166597
1641	32728	166590
1642	32740	166531
1643	32761	166520
1644	32774	166464
1645	32797	166459
1646	32809	166397
1647	32831	166389
1648	32845	166339
1649	32868	166333
1650	32882	166285
1651	32907	166288
1652	32919	166228
1653	32942	166225
1654	32955	166171
1655	32978	166167
1656	32991	166114
1657	33015	166114
1658	33028	166058
1659	33055	166074
1660	33075	166053
1661	33099	166053
1662	33115	166013
1663	33140	166021
1664	33155	165974
1665	33179	165977
1666	33192	165922
1667	33214	165915
