iter	RMSE
406	2.36070161
407	2.35970739
408	2.357760329
409	2.355996847
410	2.354476998
411	2.35259421
412	2.352136811
413	2.350434971
414	2.349955442
415	2.348032654
416	2.345881695
417	2.344326792
418	2.34240528
419	2.341749189
420	2.340190503
421	2.339857722
422	2.339297894
423	2.338365805
424	2.337767532
425	2.337167975
426	2.336235869
427	2.334585015
428	2.334100918
429	2.332729363
430	2.332030147
431	2.330536595
432	2.328940153
433	2.327394658
434	2.326423361
435	2.325905506
436	2.324895504
437	2.324329127
438	2.323824539
439	2.323114089
440	2.321713051
441	2.320592331
442	2.319281
443	2.318133591
444	2.316851729
445	2.315559198
446	2.315097013
447	2.313899862
448	2.313380045
449	2.312855564
450	2.311714909
451	2.310621867
452	2.309869732
453	2.30945522
454	2.30844783
455	2.30731547
456	2.305974253
457	2.305363512
458	2.305076905
459	2.30437725
460	2.304060974
461	2.303675508
462	2.302991026
463	2.30177065
464	2.300927217
465	2.300435405
466	2.300000128
467	2.298971544
468	2.298764727
469	2.298433562
470	2.297808742
471	2.297497465
472	2.29653984
473	2.295503449
474	2.294681465
475	2.294269818
476	2.293859824
477	2.293015907
478	2.291715559
479	2.291278066
480	2.290360005
481	2.289784075
482	2.289076933
483	2.288762078
484	2.288382097
485	2.287905578
486	2.287577214
487	2.287307832
488	2.28715776
489	2.287004837
490	2.286593178
491	2.285591439
492	2.284949131
493	2.284453259
494	2.283980997
495	2.282942628
496	2.282208235
497	2.281394126
498	2.280759198
499	2.279871375
500	2.279556699
501	2.278523905
502	2.278213765
503	2.277401705
504	2.27696558
505	2.27674832
506	2.276299305
507	2.275287421
508	2.274818698
509	2.273989855
510	2.273618736
511	2.272692827
512	2.2723772
513	2.271880256
514	2.270979753
515	2.270670727
516	2.270246898
517	2.269967912
518	2.269128038
519	2.268772705
520	2.267815412
521	2.267534023
522	2.267180534
523	2.266637818
524	2.266258572
525	2.265383771
526	2.264996096
527	2.264759026
528	2.264529358
529	2.264152591
530	2.263360677
531	2.262973665
532	2.262808866
533	2.262646968
534	2.262165594
535	2.261298172
536	2.260541246
537	2.259958217
538	2.2597042
539	2.259058251
540	2.258634707
541	2.257875018
542	2.257198276
543	2.256457785
544	2.256009887
545	2.255393311
546	2.255025062
547	2.254535159
548	2.254364118
549	2.25401722
550	2.253776532
551	2.253500544
552	2.253183261
553	2.252779938
554	2.252064351
555	2.25193847
556	2.251241965
557	2.251132511
558	2.250258056
559	2.249983531
560	2.249546957
561	2.249196489
562	2.248966839
563	2.248316554
564	2.248028498
565	2.247674671
566	2.246937328
567	2.246767229
568	2.246200102
569	2.24554389
570	2.245161477
571	2.244958012
572	2.244340802
573	2.244087427
574	2.243784001
575	2.24357154
576	2.242757426
577	2.242576334
578	2.242344454
579	2.241726938
580	2.241029414
581	2.240908465
582	2.240306505
583	2.239696534
584	2.239471425
585	2.238875304
586	2.238391142
587	2.238009805
588	2.237750252
589	2.237270385
590	2.236737495
591	2.236152096
592	2.2354321
593	2.235227144
594	2.234802473
595	2.234088764
596	2.233934508
597	2.233468902
598	2.233100205
599	2.232798734
600	2.232486049
601	2.232338419
602	2.231697771
603	2.23095351
604	2.230340162
605	2.230172741
606	2.230007965
607	2.229898496
608	2.229443337
609	2.228917098
610	2.228769179
611	2.228109275
612	2.227618773
613	2.227367965
614	2.226808115
615	2.226248056
616	2.226045506
617	2.225285758
618	2.225187288
619	2.224733063
620	2.224220174
621	2.223799792
622	2.223228786
623	2.222904934
624	2.222840604
625	2.22244636
626	2.221733516
627	2.221554148
628	2.221207446
629	2.220698074
630	2.220040986
631	2.219439791
632	2.21919997
633	2.218978662
634	2.218659847
635	2.218443714
636	2.218242344
637	2.217836375
638	2.217586567
639	2.217098932
640	2.216869929
641	2.216633409
642	2.216167121
643	2.215841247
644	2.21550121
645	2.21527796
646	2.214826244
647	2.214253691
648	2.214002284
649	2.213712656
650	2.213512933
651	2.213220214
652	2.212715074
653	2.212381546
654	2.211770441
655	2.211568474
656	2.211308232
657	2.21087546
658	2.210510325
659	2.209977156
660	2.209546056
661	2.209046822
662	2.208600728
663	2.208420215
664	2.208284809
665	2.208167623
666	2.207925673
667	2.207798806
668	2.207279118
669	2.207141153
670	2.206595745
671	2.206135344
672	2.205570129
673	2.205070222
674	2.204177706
675	2.203798498
676	2.203532556
677	2.203367765
678	2.203156471
679	2.202795412
680	2.202632997
681	2.202282117
682	2.202073813
683	2.20157751
684	2.201402394
685	2.200971893
686	2.200765868
687	2.200435822
688	2.200153293
689	2.199704789
690	2.199509577
691	2.199405157
692	2.198913029
693	2.198670034
694	2.198297592
695	2.197899449
696	2.197668905
697	2.197493521
698	2.197294782
699	2.19679814
700	2.196532089
701	2.19615494
702	2.195879618
703	2.195492187
704	2.195084683
705	2.194895078
706	2.194784262
707	2.194329635
708	2.194206629
709	2.19391777
710	2.19365213
711	2.193288486
712	2.192933843
713	2.192629117
714	2.19253569
715	2.192147588
716	2.191238026
717	2.190723821
718	2.190348623
719	2.189924864
720	2.189434835
721	2.189284875
722	2.189198429
723	2.188824039
724	2.188677956
725	2.188459426
726	2.188361223
727	2.18799549
728	2.187736753
729	2.187421515
730	2.187335808
731	2.186972925
732	2.186611366
733	2.186482148
734	2.186311709
735	2.186073785
736	2.185726663
737	2.185665233
738	2.18530537
739	2.185158039
740	2.184613462
741	2.184325342
742	2.183946553
743	2.183536871
744	2.183078581
745	2.182684139
746	2.182467882
747	2.181942978
748	2.18182801
749	2.181679198
750	2.181172541
751	2.180797296
752	2.180461397
753	2.180178728
754	2.180004307
755	2.179654653
756	2.179213144
757	2.178911257
758	2.178683575
759	2.178361279
760	2.17803464
761	2.177788296
762	2.177382732
763	2.177205399
764	2.176947628
765	2.176743199
766	2.17657815
767	2.176344177
768	2.17611654
769	2.17592646
770	2.17563161
771	2.175465148
772	2.175389242
773	2.175270677
774	2.175067698
775	2.174563645
776	2.174422195
777	2.174368933
778	2.173898809
779	2.173737568
780	2.173264452
781	2.173020273
782	2.172829363
783	2.172380202
784	2.172151526
785	2.17185836
786	2.17171886
787	2.171480869
788	2.171022402
789	2.170649713
790	2.170386458
791	2.169992249
792	2.169733815
793	2.169509977
794	2.16937641
795	2.168918747
796	2.168564578
797	2.168306613
798	2.168111197
799	2.16775434
800	2.167513904
801	2.167210052
802	2.166904072
803	2.166312136
804	2.16615936
805	2.16595394
806	2.165777915
807	2.165629478
808	2.165500946
809	2.165044846
810	2.165034262
811	2.164660747
812	2.164482059
813	2.164138382
814	2.163914267
815	2.163725019
816	2.163375191
817	2.163159355
818	2.162455373
819	2.162089022
820	2.161910555
821	2.161808994
822	2.161502314
823	2.161199398
824	2.160909397
825	2.160523831
826	2.160255869
827	2.159905743
828	2.159513639
829	2.159348211
830	2.159080174
831	2.158830574
832	2.158389799
833	2.158119737
834	2.157994107
835	2.157525034
836	2.15704946
837	2.156919897
838	2.156722198
839	2.156494267
840	2.156455808
841	2.156316158
842	2.156060982
843	2.155647448
844	2.155475431
845	2.155270506
846	2.15493391
847	2.154673967
848	2.153950334
849	2.153622055
850	2.153523178
851	2.153149814
852	2.152813386
853	2.152598347
854	2.152458958
855	2.152257946
856	2.152023108
857	2.151266676
858	2.150990876
859	2.150553793
860	2.150298421
861	2.150073269
862	2.1499572
863	2.149602019
864	2.149249287
865	2.148819243
866	2.148667558
867	2.148514203
868	2.147773784
869	2.147293367
870	2.147030544
871	2.146401369
872	2.146019439
873	2.145590006
874	2.145235944
875	2.145063509
876	2.144968809
877	2.144657423
878	2.144361235
879	2.144126965
880	2.143851796
881	2.143399066
882	2.142933396
883	2.142581902
884	2.14236107
885	2.142115646
886	2.14182123
887	2.141674767
888	2.141556797
889	2.141381636
890	2.140669537
891	2.140400061
892	2.140110545
893	2.139585366
894	2.139296689
895	2.138984746
896	2.138421153
897	2.138294409
898	2.138126282
899	2.137751184
900	2.137361139
901	2.137169331
902	2.136910453
903	2.13645632
904	2.136176119
905	2.135958328
906	2.135513278
907	2.134850143
908	2.134460469
909	2.133944716
910	2.133717539
911	2.13327931
912	2.132994633
913	2.132655902
914	2.132138277
915	2.132126996
916	2.131876626
917	2.131659615
918	2.13143669
919	2.130692993
920	2.130451622
921	2.130268516
922	2.130055445
923	2.129692589
924	2.129577079
925	2.129418952
926	2.129093833
927	2.128831541
928	2.128473324
929	2.128205689
930	2.128088281
931	2.127654562
932	2.127503385
933	2.127028401
934	2.126585681
935	2.126020527
936	2.125872174
937	2.125651459
938	2.125457173
939	2.125111359
940	2.12476999
941	2.124608044
942	2.124311195
943	2.124036111
944	2.123642737
945	2.123597246
946	2.123318908
947	2.123076143
948	2.122369259
949	2.121991941
950	2.121983841
951	2.121873078
952	2.121461698
953	2.121129262
954	2.120867602
955	2.120634404
956	2.119960108
957	2.119793598
958	2.119570559
959	2.119292833
960	2.118985031
961	2.118641282
962	2.118400561
963	2.118081237
964	2.11730931
965	2.117100601
966	2.116801865
967	2.116695389
968	2.116507877
969	2.116222341
970	2.116079605
971	2.115968513
972	2.115452942
973	2.115138656
974	2.114824619
975	2.11473485
976	2.114514346
977	2.114131152
978	2.113793377
979	2.113423755
980	2.112843477
981	2.112491399
982	2.112133516
983	2.111792894
984	2.111469221
985	2.111304647
986	2.110956564
987	2.110760262
988	2.110511697
989	2.110285925
990	2.110093368
991	2.109762397
992	2.109508625
993	2.109306726
994	2.109184906
995	2.109047821
996	2.10874221
997	2.108513838
998	2.108341367
999	2.107981999
1000	2.107679625
1001	2.107480839
1002	2.107330009
1003	2.107125439
1004	2.10684873
1005	2.106634365
1006	2.106627267
1007	2.106469932
1008	2.106338657
1009	2.106180581
1010	2.105864394
1011	2.105327911
1012	2.104948624
1013	2.104632219
1014	2.104492086
1015	2.103938477
1016	2.103466609
1017	2.103310306
1018	2.102940842
1019	2.102777967
1020	2.102598685
1021	2.102436875
1022	2.102022152
1023	2.101749761
1024	2.101493675
1025	2.101230976
1026	2.100664881
1027	2.100356477
1028	2.100027963
1029	2.099719385
1030	2.099537053
1031	2.099117397
1032	2.098897408
1033	2.098580862
1034	2.098335664
1035	2.098068741
1036	2.097881177
1037	2.097742116
1038	2.097575292
1039	2.097381847
1040	2.097131381
1041	2.097009294
1042	2.096859669
1043	2.096775403
1044	2.096596548
1045	2.096330479
1046	2.095993592
1047	2.095435741
1048	2.095138102
1049	2.094731373
1050	2.094596796
1051	2.094236917
1052	2.093928515
1053	2.093616408
1054	2.093271094
1055	2.093081624
1056	2.092488705
1057	2.092127357
1058	2.091829799
1059	2.091823402
1060	2.091435425
1061	2.091275728
1062	2.09102218
1063	2.090797727
1064	2.090615356
1065	2.090201906
1066	2.089656836
1067	2.089497549
1068	2.089319125
1069	2.089174374
1070	2.089053228
1071	2.089045726
1072	2.088858778
1073	2.088553552
1074	2.088547461
1075	2.088470825
1076	2.088035368
1077	2.08773715
1078	2.087437637
1079	2.087218454
1080	2.087066124
1081	2.086710871
1082	2.086428126
1083	2.086117001
1084	2.085965688
1085	2.085828502
1086	2.085531972
1087	2.085326013
1088	2.085076766
1089	2.085069844
1090	2.084897983
1091	2.084688757
1092	2.084453056
1093	2.084179967
1094	2.083868284
1095	2.083722113
1096	2.083311257
1097	2.082929247
1098	2.082696812
1099	2.082213326
1100	2.081974207
1101	2.081871351
1102	2.081720698
1103	2.081378019
1104	2.081166784
1105	2.080874834
1106	2.080636717
1107	2.080304932
1108	2.080068639
1109	2.079672525
1110	2.079361348
1111	2.079035923
1112	2.078776862
1113	2.078506927
1114	2.07835141
1115	2.078013148
1116	2.077801254
1117	2.077477666
1118	2.077341428
1119	2.077205853
1120	2.076892464
1121	2.076739117
1122	2.07644582
1123	2.076329397
1124	2.076165701
1125	2.075707165
1126	2.075426692
1127	2.075224011
1128	2.075217587
1129	2.074935757
1130	2.074682744
1131	2.074382047
1132	2.074202333
1133	2.073892962
1134	2.073843169
1135	2.07355637
1136	2.073174984
1137	2.072781003
1138	2.07256944
1139	2.072294617
1140	2.071979972
1141	2.071723617
1142	2.071290049
1143	2.071110804
1144	2.070916035
1145	2.070800016
1146	2.070596781
1147	2.070454355
1148	2.070125971
1149	2.069853565
1150	2.069563802
1151	2.069358921
1152	2.069059561
1153	2.068918574
1154	2.068912819
1155	2.068713056
1156	2.068485623
1157	2.068241754
1158	2.068042668
1159	2.067795469
1160	2.067587991
1161	2.067320479
1162	2.067217327
1163	2.06686479
1164	2.066673901
1165	2.066523649
1166	2.066393964
1167	2.066253611
1168	2.066038987
1169	2.06586869
1170	2.065767644
1171	2.065297225
1172	2.065098236
1173	2.064914151
1174	2.064789204
1175	2.064626942
1176	2.064457239
1177	2.06416367
1178	2.0640399
1179	2.06380912
1180	2.063522644
1181	2.063407927
1182	2.063310006
1183	2.063126944
1184	2.063029643
1185	2.062613756
1186	2.062354757
1187	2.062189008
1188	2.061920148
1189	2.061836675
1190	2.061462775
1191	2.061227617
1192	2.060941381
1193	2.060728615
1194	2.060670587
1195	2.060542301
1196	2.060356867
1197	2.060201604
1198	2.0599834
1199	2.059725351
1200	2.059583955
1201	2.059339471
1202	2.059100741
1203	2.058783427
1204	2.058582641
1205	2.058114883
1206	2.05790941
1207	2.057614571
1208	2.057514933
1209	2.057233409
1210	2.057172584
1211	2.05689196
1212	2.056818394
1213	2.056721327
1214	2.056611938
1215	2.056511047
1216	2.056429928
1217	2.056366105
1218	2.056287318
1219	2.056269133
1220	2.056090919
1221	2.05594652
1222	2.055677771
1223	2.055462117
1224	2.055369578
1225	2.055252034
1226	2.055127375
1227	2.055033336
1228	2.054966561
1229	2.05489034
1230	2.054811542
1231	2.054364038
1232	2.05402251
1233	2.053755591
1234	2.053627808
1235	2.053582916
1236	2.053384567
1237	2.053109101
1238	2.052955326
1239	2.052794441
1240	2.052712892
1241	2.052423485
1242	2.052327189
1243	2.052049622
1244	2.051998931
1245	2.051713554
1246	2.051687996
1247	2.051557891
1248	2.05147255
1249	2.051188701
1250	2.05096993
1251	2.050687539
1252	2.050464602
1253	2.05029025
1254	2.050121298
1255	2.050013572
1256	2.049803673
1257	2.049703134
1258	2.049563058
1259	2.049504833
1260	2.049388951
1261	2.049366465
1262	2.049266466
1263	2.049148107
1264	2.049061802
1265	2.048962107
1266	2.048806837
1267	2.048637188
1268	2.048291737
1269	2.047998059
1270	2.047971903
1271	2.047814441
1272	2.047612023
1273	2.047346002
1274	2.047244374
1275	2.047173086
1276	2.046795108
1277	2.046710315
1278	2.046544088
1279	2.046485292
1280	2.046480623
1281	2.046308031
1282	2.046162612
1283	2.046024287
1284	2.046001145
1285	2.045887806
1286	2.04583216
1287	2.045494368
1288	2.045232769
1289	2.044942292
1290	2.044746984
1291	2.044651324
1292	2.04452095
1293	2.044301725
1294	2.044001278
1295	2.043808617
1296	2.043671397
1297	2.043465905
1298	2.043408229
1299	2.043177263
1300	2.043170065
1301	2.043115242
1302	2.042959407
1303	2.042861299
1304	2.042661125
1305	2.042606582
1306	2.042342559
1307	2.042285411
1308	2.042191345
1309	2.042097484
1310	2.042041409
1311	2.041813955
1312	2.041677466
1313	2.041577404
1314	2.041493456
1315	2.041451882
1316	2.041222686
1317	2.04112732
1318	2.040696276
1319	2.040321255
1320	2.040076984
1321	2.039893396
1322	2.039585146
1323	2.039496697
1324	2.039435673
1325	2.039382803
1326	2.039329859
1327	2.039261757
1328	2.039027651
1329	2.038944912
1330	2.038842263
1331	2.038337632
1332	2.038169336
1333	2.038069635
1334	2.037743385
1335	2.037529463
1336	2.037483345
1337	2.037428534
1338	2.037186993
1339	2.037077698
1340	2.036990931
1341	2.036942029
1342	2.036784329
1343	2.03672156
1344	2.036693851
1345	2.036400715
1346	2.036233564
1347	2.036190524
1348	2.036048587
1349	2.0360255
1350	2.035940071
1351	2.035869823
1352	2.03563518
1353	2.035426257
1354	2.035321028
1355	2.035108784
1356	2.034932644
1357	2.034866996
1358	2.034650672
1359	2.034473839
1360	2.034424599
1361	2.034354863
1362	2.03426904
1363	2.034117801
1364	2.034048155
1365	2.033863675
1366	2.033811543
1367	2.033696166
1368	2.033682282
1369	2.033379999
1370	2.033150257
1371	2.032870534
1372	2.032734172
1373	2.032670073
1374	2.032559449
1375	2.032490275
1376	2.032187305
1377	2.032106535
1378	2.032064551
1379	2.031971277
1380	2.031826203
1381	2.031643835
1382	2.031486606
1383	2.031400313
1384	2.031110012
1385	2.031051707
1386	2.03102975
1387	2.030988591
1388	2.030794708
1389	2.030711559
1390	2.030605779
1391	2.030279453
1392	2.03005435
1393	2.029929732
1394	2.029909374
1395	2.029887919
1396	2.029756804
1397	2.029614056
1398	2.029463352
1399	2.029276946
1400	2.029005083
1401	2.028802065
1402	2.028545455
1403	2.028411024
1404	2.028353636
1405	2.0282786
1406	2.028260259
1407	2.028187056
1408	2.028089979
1409	2.02803786
1410	2.027895102
1411	2.027848167
1412	2.027759918
1413	2.027692268
1414	2.027642786
1415	2.027303851
1416	2.027189808
1417	2.026925931
1418	2.026824918
1419	2.026752979
1420	2.026714293
1421	2.026682773
1422	2.026299599
1423	2.026243053
1424	2.025960909
1425	2.025791165
1426	2.025735812
1427	2.02561204
1428	2.025396943
1429	2.025288552
1430	2.025280186
1431	2.025035931
1432	2.024939643
1433	2.024877617
1434	2.024734668
1435	2.024726509
1436	2.024698468
1437	2.024651705
1438	2.024643622
1439	2.024353313
1440	2.024258624
1441	2.023932802
1442	2.02392479
1443	2.023849722
1444	2.023609268
1445	2.023473964
1446	2.023437072
1447	2.023257737
1448	2.022927678
1449	2.022837002
1450	2.022690413
1451	2.022399509
1452	2.022206655
1453	2.022149358
1454	2.021975333
1455	2.021606114
1456	2.021375273
1457	2.021308054
1458	2.021213671
1459	2.021203656
1460	2.021126341
1461	2.021042015
1462	2.020990371
1463	2.020772886
1464	2.020562976
1465	2.020504922
1466	2.020421989
1467	2.020238513
1468	2.02016828
1469	2.0201035
1470	2.019934969
1471	2.019881564
1472	2.01976279
1473	2.019617784
1474	2.019399253
1475	2.019380631
1476	2.019362778
1477	2.019313181
1478	2.019145458
1479	2.018978902
1480	2.018899549
1481	2.018808299
1482	2.018740632
1483	2.018667587
1484	2.018431888
1485	2.018320699
1486	2.018266857
1487	2.018192038
1488	2.018172683
1489	2.017868657
1490	2.017815392
1491	2.017708883
1492	2.017574112
1493	2.017528939
1494	2.017450298
1495	2.017244827
1496	2.017183402
1497	2.017132497
1498	2.017023361
1499	2.016722012
1500	2.016508183
1501	2.016195603
1502	2.015970831
1503	2.015865104
1504	2.015700685
1505	2.015546141
1506	2.015406934
1507	2.015202175
1508	2.014947565
1509	2.014901305
1510	2.014818958
1511	2.014748164
1512	2.014660069
1513	2.014517917
1514	2.014441459
1515	2.01415957
1516	2.014039427
1517	2.013993887
1518	2.013940291
1519	2.013703997
1520	2.013432482
1521	2.013198472
1522	2.013153537
1523	2.013048297
1524	2.013017178
1525	2.012898887
1526	2.012776346
1527	2.012616092
1528	2.012199602
1529	2.012017949
1530	2.011640038
1531	2.01163346
1532	2.011343216
1533	2.01126589
1534	2.011164655
1535	2.011090485
1536	2.011012171
1537	2.010966226
1538	2.010947148
1539	2.010889796
1540	2.010658543
1541	2.010528139
1542	2.010471633
1543	2.01042335
1544	2.010250253
1545	2.010215187
1546	2.01000525
1547	2.009998799
1548	2.009870624
1549	2.009843011
1550	2.009575763
1551	2.009522054
1552	2.00949272
1553	2.009306461
1554	2.009256057
1555	2.009222377
1556	2.009208989
1557	2.009121815
1558	2.009049088
1559	2.008974422
1560	2.008710635
1561	2.008606524
1562	2.008479168
1563	2.008385083
1564	2.008154631
1565	2.008121654
1566	2.008059521
1567	2.007764613
1568	2.007644544
1569	2.007518755
1570	2.007333905
1571	2.007328109
1572	2.007286602
1573	2.007268845
1574	2.007194295
1575	2.007125458
1576	2.007092409
1577	2.007045714
1578	2.006984638
1579	2.006805933
1580	2.006534599
1581	2.006460393
1582	2.006307472
1583	2.006160479
1584	2.005959571
1585	2.005807624
1586	2.005780436
1587	2.005658238
1588	2.005653329
1589	2.005549115
1590	2.005414027
1591	2.005267369
1592	2.005123069
1593	2.004978009
1594	2.004911065
1595	2.004905335
1596	2.00479721
1597	2.00451183
1598	2.004467118
1599	2.004210726
1600	2.003925421
1601	2.003876133
1602	2.003818602
1603	2.003752464
1604	2.003651051
1605	2.003576945
1606	2.003559864
1607	2.00301856
1608	2.002708819
1609	2.002692944
1610	2.002560323
1611	2.002419941
1612	2.002282986
1613	2.002126002
1614	2.002026035
1615	2.001990423
1616	2.001792988
1617	2.001776912
1618	2.001735386
1619	2.001699534
1620	2.001681066
1621	2.001607806
1622	2.001558876
1623	2.001376552
1624	2.00113838
1625	2.001004202
1626	2.000924032
1627	2.000845585
1628	2.000645337
1629	2.000608376
1630	2.000544086
1631	2.000199334
1632	1.99965748
1633	1.999551618
1634	1.999510341
1635	1.999177123
1636	1.998946586
1637	1.998892334
1638	1.998829089
1639	1.998770561
1640	1.998764264
1641	1.998698829
1642	1.998612064
1643	1.99810891
1644	1.997943285
1645	1.997858051
1646	1.997822303
1647	1.997761882
1648	1.997492045
1649	1.997227806
1650	1.997210964
1651	1.996645634
1652	1.996624035
1653	1.996558297
1654	1.996422584
1655	1.996205437
1656	1.996161583
1657	1.995920387
1658	1.99580672
1659	1.995788984
1660	1.995585454
1661	1.995427986
1662	1.995371756
1663	1.995073765
1664	1.995038796
