iter	RMSE
1665	1.994828679
1666	1.994743128
1667	1.994669798
1668	1.994658121
1669	1.994546097
1670	1.994521829
1671	1.994466151
1672	1.994416723
1673	1.994306442
1674	1.994111676
1675	1.993990582
1676	1.993950803
1677	1.993715931
1678	1.993583638
1679	1.993545323
1680	1.993527446
1681	1.993445599
1682	1.993332236
1683	1.993305582
1684	1.993225224
1685	1.993142437
1686	1.993135374
1687	1.993097678
1688	1.992893802
1689	1.992840968
1690	1.992779039
1691	1.992773132
1692	1.992751442
1693	1.992734799
1694	1.992551026
1695	1.99199208
1696	1.991673732
1697	1.990990886
1698	1.990946604
1699	1.990881388
1700	1.990819465
1701	1.990760525
1702	1.990730166
1703	1.990406245
1704	1.990372667
1705	1.990348638
1706	1.990340505
1707	1.990296412
1708	1.990081317
1709	1.989815761
1710	1.989800808
1711	1.989514859
1712	1.989329452
1713	1.989265877
1714	1.989162214
1715	1.989131888
1716	1.989125675
1717	1.988943042
1718	1.988780335
1719	1.988750857
1720	1.988726578
1721	1.988661088
1722	1.988492395
1723	1.988247819
1724	1.988233415
1725	1.988079799
1726	1.988021902
1727	1.987842898
1728	1.98780485
1729	1.987673503
1730	1.987572895
1731	1.98740395
1732	1.987326748
1733	1.987319931
1734	1.987288946
1735	1.987161647
1736	1.986902776
1737	1.986743392
1738	1.986584286
1739	1.98655235
1740	1.986491907
1741	1.98633921
1742	1.986316226
1743	1.986273935
1744	1.986229594
1745	1.986046211
1746	1.985911238
1747	1.985880957
1748	1.985827944
1749	1.985757197
1750	1.98569306
1751	1.985639319
1752	1.985613452
1753	1.985378452
1754	1.985355101
1755	1.985214172
1756	1.985090617
1757	1.985000299
1758	1.984889874
1759	1.984882124
1760	1.984657527
1761	1.984593301
1762	1.984573036
1763	1.984524753
1764	1.984497897
1765	1.984473857
1766	1.984448988
1767	1.984414075
1768	1.984265152
1769	1.984100185
1770	1.98382935
1771	1.983779251
1772	1.983721931
1773	1.983645481
1774	1.983638974
1775	1.983468755
1776	1.983185006
1777	1.983178561
1778	1.983121253
1779	1.983082997
1780	1.982859007
1781	1.982829779
1782	1.982796827
1783	1.982680141
1784	1.982456241
1785	1.982442758
1786	1.982417997
1787	1.982264322
1788	1.982206029
1789	1.981925641
1790	1.981902814
1791	1.981851609
1792	1.981627894
1793	1.98145484
1794	1.981300107
1795	1.981260268
1796	1.981218315
1797	1.981174794
1798	1.981143759
1799	1.980901904
1800	1.980857048
1801	1.980813402
1802	1.98063442
1803	1.980586863
1804	1.980512394
1805	1.980487653
1806	1.980474128
1807	1.980435675
1808	1.980431353
1809	1.980390488
1810	1.980344629
1811	1.980298514
1812	1.980224054
1813	1.980172648
1814	1.980071014
1815	1.980064757
1816	1.979951753
1817	1.979459236
1818	1.9792974
1819	1.979078716
1820	1.97852406
1821	1.978502081
1822	1.978455014
1823	1.978416796
1824	1.978208815
1825	1.978195707
1826	1.977970045
1827	1.97786184
1828	1.977791928
1829	1.977770447
1830	1.977626394
1831	1.977600442
1832	1.977587577
1833	1.977566126
1834	1.977159688
1835	1.977020526
1836	1.97700768
1837	1.97698358
1838	1.976466171
1839	1.976282496
1840	1.976122595
1841	1.976075031
